Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
19,Sat,2018-01-13,18:30 (23:00),Eibar,0.9,0–1,1.1,Atlético Madrid,6186,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,Match Report,
19,Sat,2018-01-13,20:45 (01:15),La Coruña,1.7,1–2,0.5,Valencia,19031,Estadio Municipal de Riazor,Alberola Rojas,Match Report,
19,Sun,2018-01-14,12:00 (16:30),Levante,1.4,0–1,0.2,Celta Vigo,17007,Estadio Ciudad de Valencia,Alfonso Álvarez,Match Report,
19,Sun,2018-01-14,16:15 (20:45),Alavés,0.4,1–0,0.6,Sevilla,19413,Estadio de Mendizorroza,José Sánchez,Match Report,
19,Sun,2018-01-14,18:30 (23:00),Espanyol,1.4,1–1,0.7,Athletic Club,20228,RCDE Stadium,Daniel Trujillo,Match Report,
19,Sun,2018-01-14,20:45 (01:15),Real Sociedad,0.8,2–4,1.3,Barcelona,23277,Estadio Municipal de Anoeta,José González,Match Report,
19,Mon,2018-01-15,21:00 (01:30),Betis,2.1,3–2,1.9,Leganés,41777,Estadio Benito Villamarín,Ignacio Iglesias,Match Report,
20,Fri,2018-01-19,21:00 (01:30),Getafe,3.4,2–2,1.2,Athletic Club,11457,Coliseum Alfonso Pérez,Jesús Gil,Match Report,
20,Sat,2018-01-20,13:00 (17:30),Espanyol,1.4,0–3,1.3,Sevilla,19607,RCDE Stadium,Alberto Undiano,Match Report,
20,Sat,2018-01-20,16:15 (20:45),Atlético Madrid,1.3,1–1,0.6,Girona,55076,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
20,Sat,2018-01-20,18:30 (23:00),Villarreal,2.9,2–1,1.3,Levante,16773,Estadio de la Cerámica,José González,Match Report,
20,Sat,2018-01-20,19:45 (01:15),Las Palmas,2.6,2–1,1.8,Valencia,20242,Estadio de Gran Canaria,José Munuera,Match Report,
20,Sun,2018-01-21,12:00 (16:30),Alavés,2.5,2–2,1.4,Leganés,19637,Estadio de Mendizorroza,Daniel Trujillo,Match Report,
20,Sun,2018-01-21,16:15 (20:45),Real Madrid,3.2,7–1,1.8,La Coruña,63504,Estadio Santiago Bernabéu,David Fernández,Match Report,
20,Sun,2018-01-21,18:30 (23:00),Real Sociedad,1.8,1–2,1.7,Celta Vigo,19081,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,Match Report,
20,Sun,2018-01-21,20:45 (01:15),Betis,0.4,0–5,2.4,Barcelona,53426,Estadio Benito Villamarín,Santiago Jaime,Match Report,
20,Mon,2018-01-22,21:00 (01:30),Eibar,1.7,1–1,1.3,Málaga,4520,Estadio Municipal de Ipurúa,David Medié,Match Report,
21,Fri,2018-01-26,21:00 (01:30),Athletic Club,1.3,1–1,1.0,Eibar,39331,San Mamés,Mario Melero,Match Report,
21,Sat,2018-01-27,13:00 (17:30),La Coruña,1.0,2–2,0.8,Levante,19973,Estadio Municipal de Riazor,Pablo González,Match Report,
21,Sat,2018-01-27,16:15 (20:45),Valencia,1.7,1–4,2.9,Real Madrid,47034,Estadio de Mestalla,Javier Estrada,Match Report,
21,Sat,2018-01-27,18:30 (23:00),Málaga,0.5,0–0,0.6,Girona,22125,Estadio La Rosaleda,Alberto Undiano,Match Report,
21,Sat,2018-01-27,20:45 (01:15),Villarreal,1.3,4–2,1.2,Real Sociedad,15052,Estadio de la Cerámica,Carlos del Cerro,Match Report,
21,Sun,2018-01-28,12:00 (16:30),Leganés,0.6,3–2,1.5,Espanyol,10132,Estadio Municipal de Butarque,Juan Martínez,Match Report,
21,Sun,2018-01-28,16:15 (20:45),Atlético Madrid,2.4,3–0,0.4,Las Palmas,55363,Estadio Wanda Metropolitano,Alfonso Álvarez,Match Report,
21,Sun,2018-01-28,18:30 (23:00),Sevilla,1.7,1–1,0.6,Getafe,34011,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,
21,Sun,2018-01-28,20:45 (01:15),Barcelona,1.8,2–1,0.6,Alavés,62369,Camp Nou,Ignacio Iglesias,Match Report,
21,Mon,2018-01-29,21:00 (01:30),Celta Vigo,1.9,3–2,1.3,Betis,14667,Estadio de Balaídos,José Sánchez,Match Report,
22,Fri,2018-02-02,21:00 (01:30),Real Sociedad,2.9,5–0,0.3,La Coruña,15626,Estadio Municipal de Anoeta,Alberto Undiano,Match Report,
22,Sat,2018-02-03,13:00 (17:30),Eibar,1.7,5–1,1.5,Sevilla,5311,Estadio Municipal de Ipurúa,Daniel Trujillo,Match Report,
22,Sat,2018-02-03,16:15 (20:45),Betis,0.8,2–1,1.6,Villarreal,50102,Estadio Benito Villamarín,Alberola Rojas,Match Report,
22,Sat,2018-02-03,18:30 (23:00),Alavés,0.7,2–1,1.5,Celta Vigo,19437,Estadio de Mendizorroza,Juan Martínez,Match Report,
22,Sat,2018-02-03,20:45 (01:15),Levante,1.1,2–2,2.0,Real Madrid,23542,Estadio Ciudad de Valencia,Mario Melero,Match Report,
22,Sun,2018-02-04,12:00 (16:30),Getafe,1.0,0–0,0.1,Leganés,10657,Coliseum Alfonso Pérez,Alfonso Álvarez,Match Report,
22,Sun,2018-02-04,16:15 (20:45),Espanyol,0.6,1–1,0.7,Barcelona,23287,RCDE Stadium,Jesús Gil,Match Report,
22,Sun,2018-02-04,18:30 (23:00),Girona,1.9,2–0,0.5,Athletic Club,9602,Estadi Municipal de Montilivi,José Munuera,Match Report,
22,Sun,2018-02-04,20:45 (01:15),Atlético Madrid,0.5,1–0,0.6,Valencia,49596,Estadio Wanda Metropolitano,Ignacio Iglesias,Match Report,
22,Mon,2018-02-05,20:00 (01:30),Las Palmas,0.3,1–0,0.5,Málaga,17424,Estadio de Gran Canaria,Ricardo de Burgos,Match Report,
23,Fri,2018-02-09,21:00 (01:30),Athletic Club,0.9,0–0,0.4,Las Palmas,33679,San Mamés,Javier Estrada,Match Report,
23,Sat,2018-02-10,13:00 (17:30),Villarreal,2.0,1–2,0.9,Alavés,14984,Estadio de la Cerámica,Daniel Trujillo,Match Report,
23,Sat,2018-02-10,16:15 (20:45),Málaga,0.3,0–1,0.5,Atlético Madrid,25482,Estadio La Rosaleda,José Sánchez,Match Report,
23,Sat,2018-02-10,18:30 (23:00),Leganés,0.2,0–1,1.0,Eibar,9327,Estadio Municipal de Butarque,Pablo González,Match Report,
23,Sat,2018-02-10,20:45 (01:15),Real Madrid,4.0,5–2,1.0,Real Sociedad,63811,Estadio Santiago Bernabéu,Alejandro Hernández,Match Report,
23,Sun,2018-02-11,12:00 (16:30),Sevilla,1.8,1–0,1.4,Girona,33129,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,Match Report,
23,Sun,2018-02-11,16:15 (20:45),Barcelona,1.0,0–0,0.4,Getafe,75681,Camp Nou,David Fernández,Match Report,
23,Sun,2018-02-11,18:30 (23:00),Celta Vigo,1.9,2–2,0.4,Espanyol,15649,Estadio de Balaídos,José González,Match Report,
23,Sun,2018-02-11,20:45 (01:15),Valencia,3.3,3–1,0.2,Levante,38199,Estadio de Mestalla,David Medié,Match Report,
23,Mon,2018-02-12,21:00 (01:30),La Coruña,1.4,0–1,0.9,Betis,20490,Estadio Municipal de Riazor,Carlos del Cerro,Match Report,
24,Fri,2018-02-16,21:00 (01:30),Girona,1.4,3–0,0.7,Leganés,9142,Estadi Municipal de Montilivi,Antonio Matéu Lahoz,Match Report,
24,Sat,2018-02-17,12:00 (17:30),Las Palmas,1.3,1–2,3.1,Sevilla,19161,Estadio de Gran Canaria,Ignacio Iglesias,Match Report,
24,Sat,2018-02-17,16:15 (20:45),Eibar,0.6,0–2,2.4,Barcelona,6760,Estadio Municipal de Ipurúa,Alejandro Hernández,Match Report,
24,Sat,2018-02-17,18:30 (23:00),Alavés,1.1,1–0,0.6,La Coruña,19453,Estadio de Mendizorroza,Mario Melero,Match Report,
24,Sat,2018-02-17,20:45 (01:15),Málaga,0.9,1–2,1.4,Valencia,21134,Estadio La Rosaleda,Daniel Trujillo,Match Report,
24,Sun,2018-02-18,12:00 (16:30),Real Sociedad,1.5,3–0,0.7,Levante,18189,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
24,Sun,2018-02-18,16:15 (20:45),Atlético Madrid,1.2,2–0,0.2,Athletic Club,60022,Estadio Wanda Metropolitano,José González,Match Report,
24,Sun,2018-02-18,18:30 (23:00),Espanyol,1.2,1–1,1.2,Villarreal,19688,RCDE Stadium,José Munuera,Match Report,
24,Sun,2018-02-18,20:45 (01:15),Betis,1.4,3–5,1.6,Real Madrid,53486,Estadio Benito Villamarín,Jesús Gil,Match Report,
24,Mon,2018-02-19,21:00 (01:30),Getafe,1.4,3–0,0.2,Celta Vigo,8367,Coliseum Alfonso Pérez,Pablo González,Match Report,
16,Wed,2018-02-21,18:45 (23:15),Leganés,1.5,1–3,1.6,Real Madrid,11423,Estadio Municipal de Butarque,José González,Match Report,
25,Fri,2018-02-23,21:00 (01:30),La Coruña,1.9,0–0,0.5,Espanyol,18028,Estadio Municipal de Riazor,David Fernández,Match Report,
25,Sat,2018-02-24,13:00 (17:30),Celta Vigo,0.9,2–0,1.3,Eibar,15383,Estadio de Balaídos,Carlos del Cerro,Match Report,
25,Sat,2018-02-24,16:15 (20:45),Real Madrid,2.9,4–0,0.9,Alavés,75181,Estadio Santiago Bernabéu,Javier Estrada,Match Report,
25,Sat,2018-02-24,18:30 (23:00),Leganés,1.4,0–0,0.6,Las Palmas,9325,Estadio Municipal de Butarque,Santiago Jaime,Match Report,
25,Sat,2018-02-24,20:45 (01:15),Barcelona,3.0,6–1,1.0,Girona,85417,Camp Nou,Alberola Rojas,Match Report,
25,Sun,2018-02-25,12:00 (16:30),Villarreal,0.8,1–0,2.1,Getafe,16125,Estadio de la Cerámica,José Sánchez,Match Report,
25,Sun,2018-02-25,16:15 (20:45),Athletic Club,0.6,2–1,1.2,Málaga,37518,San Mamés,Alejandro Hernández,Match Report,
25,Sun,2018-02-25,18:30 (23:00),Valencia,1.5,2–1,1.2,Real Sociedad,37195,Estadio de Mestalla,Pablo González,Match Report,
25,Sun,2018-02-25,20:45 (01:15),Sevilla,1.5,2–5,3.0,Atlético Madrid,37884,Estadio Ramón Sánchez Pizjuán,Juan Martínez,Match Report,
25,Mon,2018-02-26,21:00 (01:30),Levante,0.8,0–2,1.4,Betis,16545,Estadio Ciudad de Valencia,Ricardo de Burgos,Match Report,
26,Tue,2018-02-27,20:00 (00:30),Espanyol,1.1,1–0,0.9,Real Madrid,19805,RCDE Stadium,José Sánchez,Match Report,
26,Tue,2018-02-27,21:30 (02:00),Girona,1.0,1–0,0.6,Celta Vigo,6392,Estadi Municipal de Montilivi,Daniel Trujillo,Match Report,
26,Wed,2018-02-28,19:30 (00:00),Getafe,1.5,3–0,0.4,La Coruña,5097,Coliseum Alfonso Pérez,José Munuera,Match Report,
26,Wed,2018-02-28,19:30 (00:00),Athletic Club,1.2,1–1,0.2,Valencia,34382,San Mamés,Jesús Gil,Match Report,
26,Wed,2018-02-28,19:30 (00:00),Málaga,0.9,0–1,0.5,Sevilla,15516,Estadio La Rosaleda,Carlos del Cerro,Match Report,
26,Wed,2018-02-28,21:30 (02:00),Atlético Madrid,2.2,4–0,1.0,Leganés,35033,Estadio Wanda Metropolitano,Javier Estrada,Match Report,
26,Wed,2018-02-28,21:30 (02:00),Eibar,1.4,1–0,1.1,Villarreal,4056,Estadio Municipal de Ipurúa,Mario Melero,Match Report,
26,Thu,2018-03-01,19:30 (00:00),Betis,0.7,0–0,1.2,Real Sociedad,40288,Estadio Benito Villamarín,José González,Match Report,
26,Thu,2018-03-01,20:00 (01:30),Las Palmas,1.3,1–1,1.2,Barcelona,23778,Estadio de Gran Canaria,Antonio Matéu Lahoz,Match Report,
26,Thu,2018-03-01,21:30 (02:00),Alavés,2.5,1–0,0.4,Levante,16812,Estadio de Mendizorroza,David Fernández,Match Report,
27,Sat,2018-03-03,13:00 (17:30),Villarreal,0.6,0–2,0.4,Girona,14540,Estadio de la Cerámica,Pablo González,Match Report,
27,Sat,2018-03-03,16:15 (20:45),Sevilla,1.9,2–0,0.6,Athletic Club,25185,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,Match Report,
27,Sat,2018-03-03,18:30 (23:00),La Coruña,1.8,1–1,0.9,Eibar,19317,Estadio Municipal de Riazor,Santiago Jaime,Match Report,
27,Sat,2018-03-03,18:30 (23:00),Leganés,0.6,2–0,0.4,Málaga,6937,Estadio Municipal de Butarque,Ignacio Iglesias,Match Report,
27,Sat,2018-03-03,20:45 (01:15),Real Madrid,1.5,3–1,0.9,Getafe,55106,Estadio Santiago Bernabéu,Mario Melero,Match Report,
27,Sun,2018-03-04,12:00 (16:30),Levante,1.4,1–1,1.1,Espanyol,17143,Estadio Ciudad de Valencia,Alberola Rojas,Match Report,
27,Sun,2018-03-04,16:15 (20:45),Barcelona,1.2,1–0,0.2,Atlético Madrid,90356,Camp Nou,Jesús Gil,Match Report,
27,Sun,2018-03-04,18:30 (23:00),Real Sociedad,2.0,2–1,0.3,Alavés,21445,Estadio Municipal de Anoeta,Juan Martínez,Match Report,
27,Sun,2018-03-04,20:45 (01:15),Valencia,1.5,2–0,0.5,Betis,35565,Estadio de Mestalla,Alejandro Hernández,Match Report,
27,Mon,2018-03-05,21:00 (01:30),Celta Vigo,1.4,2–1,0.4,Las Palmas,11276,Estadio de Balaídos,Ricardo de Burgos,Match Report,
28,Fri,2018-03-09,21:00 (01:30),Girona,0.7,2–0,0.6,La Coruña,10663,Estadi Municipal de Montilivi,Alberto Undiano,Match Report,
28,Sat,2018-03-10,13:00 (17:30),Eibar,1.1,1–2,2.0,Real Madrid,6707,Estadio Municipal de Ipurúa,José Munuera,Match Report,
28,Sat,2018-03-10,16:15 (20:45),Sevilla,2.0,0–2,1.4,Valencia,33287,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
28,Sat,2018-03-10,18:30 (23:00),Getafe,2.2,0–1,1.2,Levante,8136,Coliseum Alfonso Pérez,Daniel Trujillo,Match Report,
28,Sat,2018-03-10,20:45 (01:15),Málaga,0.6,0–2,2.3,Barcelona,26667,Estadio La Rosaleda,Juan Martínez,Match Report,
28,Sun,2018-03-11,12:00 (16:30),Espanyol,2.3,2–1,0.8,Real Sociedad,20314,RCDE Stadium,Antonio Matéu Lahoz,Match Report,
28,Sun,2018-03-11,16:15 (20:45),Atlético Madrid,0.9,3–0,0.9,Celta Vigo,55076,Estadio Wanda Metropolitano,Alberola Rojas,Match Report,
28,Sun,2018-03-11,17:30 (23:00),Las Palmas,0.8,0–2,2.0,Villarreal,18907,Estadio de Gran Canaria,David Medié,Match Report,
28,Sun,2018-03-11,20:45 (01:15),Athletic Club,0.6,2–0,0.9,Leganés,30787,San Mamés,José Sánchez,Match Report,
28,Mon,2018-03-12,21:00 (01:30),Alavés,1.1,1–3,1.0,Betis,17239,Estadio de Mendizorroza,Carlos del Cerro,Match Report,
29,Fri,2018-03-16,21:00 (01:30),Levante,1.5,2–1,1.6,Eibar,16028,Estadio Ciudad de Valencia,Ignacio Iglesias,Match Report,
29,Sat,2018-03-17,13:00 (17:30),La Coruña,1.3,1–1,0.3,Las Palmas,18773,Estadio Municipal de Riazor,Juan Martínez,Match Report,
29,Sat,2018-03-17,16:15 (20:45),Valencia,2.7,3–1,1.2,Alavés,35264,Estadio de Mestalla,José Munuera,Match Report,
29,Sat,2018-03-17,18:30 (23:00),Real Sociedad,0.6,1–2,1.3,Getafe,17509,Estadio Municipal de Anoeta,Javier Estrada,Match Report,
29,Sat,2018-03-17,20:45 (01:15),Betis,0.6,3–0,0.2,Espanyol,31230,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,
29,Sun,2018-03-18,12:00 (16:30),Leganés,0.6,2–1,0.5,Sevilla,10037,Estadio Municipal de Butarque,Alberola Rojas,Match Report,
29,Sun,2018-03-18,16:15 (20:45),Barcelona,1.8,2–0,0.8,Athletic Club,84053,Camp Nou,Santiago Jaime,Match Report,
29,Sun,2018-03-18,18:30 (23:00),Celta Vigo,1.8,0–0,0.5,Málaga,17230,Estadio de Balaídos,Alberto Undiano,Match Report,
29,Sun,2018-03-18,18:30 (23:00),Villarreal,1.1,2–1,1.3,Atlético Madrid,19385,Estadio de la Cerámica,David Fernández,Match Report,
29,Sun,2018-03-18,20:45 (01:15),Real Madrid,3.4,6–3,1.7,Girona,59097,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
30,Sat,2018-03-31,13:00 (16:30),Girona,1.0,1–1,1.6,Levante,11391,Estadi Municipal de Montilivi,Ricardo de Burgos,Match Report,
30,Sat,2018-03-31,16:15 (19:45),Athletic Club,1.7,1–1,0.6,Celta Vigo,33657,San Mamés,Carlos del Cerro,Match Report,
30,Sat,2018-03-31,17:30 (22:00),Las Palmas,1.6,0–3,4.0,Real Madrid,22942,Estadio de Gran Canaria,Pablo González,Match Report,
30,Sat,2018-03-31,20:45 (00:15),Sevilla,3.0,2–2,2.1,Barcelona,37588,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
30,Sun,2018-04-01,12:00 (15:30),Espanyol,0.9,0–0,0.8,Alavés,15448,RCDE Stadium,Ignacio Iglesias,Match Report,
30,Sun,2018-04-01,16:15 (19:45),Leganés,0.6,0–1,0.2,Valencia,10697,Estadio Municipal de Butarque,Mario Melero,Match Report,
30,Sun,2018-04-01,18:30 (22:00),Eibar,0.7,0–0,0.5,Real Sociedad,6233,Estadio Municipal de Ipurúa,José Sánchez,Match Report,
30,Sun,2018-04-01,18:30 (22:00),Málaga,1.7,1–0,0.4,Villarreal,19142,Estadio La Rosaleda,Alfonso Álvarez,Match Report,
30,Sun,2018-04-01,20:45 (00:15),Atlético Madrid,1.4,1–0,1.1,La Coruña,49351,Estadio Wanda Metropolitano,Daniel Trujillo,Match Report,
30,Mon,2018-04-02,21:00 (00:30),Getafe,1.6,0–1,0.3,Betis,10628,Coliseum Alfonso Pérez,Alberto Undiano,Match Report,
31,Fri,2018-04-06,21:00 (00:30),La Coruña,1.9,3–2,0.6,Málaga,16932,Estadio Municipal de Riazor,Antonio Matéu Lahoz,Match Report,
31,Sat,2018-04-07,13:00 (16:30),Alavés,1.0,2–0,1.0,Getafe,18241,Estadio de Mendizorroza,Santiago Jaime,Match Report,
31,Sat,2018-04-07,16:15 (19:45),Celta Vigo,2.0,4–0,1.4,Sevilla,16919,Estadio de Balaídos,Alfonso Álvarez,Match Report,
31,Sat,2018-04-07,18:30 (22:00),Betis,1.6,2–0,0.5,Eibar,50194,Estadio Benito Villamarín,David Medié,Match Report,
31,Sat,2018-04-07,20:45 (00:15),Barcelona,2.4,3–1,0.6,Leganés,72126,Camp Nou,Ricardo de Burgos,Match Report,
31,Sun,2018-04-08,12:00 (15:30),Levante,1.6,2–1,1.2,Las Palmas,18402,Estadio Ciudad de Valencia,David Fernández,Match Report,
31,Sun,2018-04-08,16:15 (19:45),Real Madrid,2.0,1–1,1.2,Atlético Madrid,78769,Estadio Santiago Bernabéu,Javier Estrada,Match Report,
31,Sun,2018-04-08,18:30 (22:00),Real Sociedad,2.4,5–0,0.6,Girona,18027,Estadio Municipal de Anoeta,José Munuera,Match Report,
31,Sun,2018-04-08,20:45 (00:15),Valencia,1.1,1–0,1.1,Espanyol,36296,Estadio de Mestalla,Jesús Gil,Match Report,
31,Mon,2018-04-09,21:00 (00:30),Villarreal,0.6,1–3,2.6,Athletic Club,14879,Estadio de la Cerámica,Ignacio Iglesias,Match Report,
32,Fri,2018-04-13,21:00 (00:30),Girona,0.9,0–1,1.3,Betis,11286,Estadi Municipal de Montilivi,Santiago Jaime,Match Report,
32,Sat,2018-04-14,13:00 (16:30),Sevilla,2.0,2–2,0.8,Villarreal,32192,Estadio Ramón Sánchez Pizjuán,Pablo González,Match Report,
32,Sat,2018-04-14,16:15 (19:45),Barcelona,1.7,2–1,2.5,Valencia,69544,Camp Nou,Carlos del Cerro,Match Report,
32,Sat,2018-04-14,17:30 (22:00),Las Palmas,0.9,0–1,2.7,Real Sociedad,10531,Estadio de Gran Canaria,Alfonso Álvarez,Match Report,
32,Sat,2018-04-14,18:30 (22:00),Leganés,2.6,1–0,0.5,Celta Vigo,10393,Estadio Municipal de Butarque,Alejandro Hernández,Match Report,
32,Sat,2018-04-14,20:45 (00:15),Athletic Club,1.1,2–3,1.5,La Coruña,37715,San Mamés,José González,Match Report,
32,Sun,2018-04-15,12:00 (15:30),Eibar,1.3,0–1,0.1,Alavés,5754,Estadio Municipal de Ipurúa,Alberto Undiano,Match Report,
32,Sun,2018-04-15,16:15 (19:45),Atlético Madrid,1.3,3–0,0.7,Levante,58043,Estadio Wanda Metropolitano,Jesús Gil,Match Report,
32,Sun,2018-04-15,18:30 (22:00),Getafe,0.5,1–0,0.7,Espanyol,10593,Coliseum Alfonso Pérez,Mario Melero,Match Report,
32,Sun,2018-04-15,20:45 (00:15),Málaga,1.1,1–2,2.3,Real Madrid,27112,Estadio La Rosaleda,Ricardo de Burgos,Match Report,
33,Tue,2018-04-17,19:30 (23:00),La Coruña,2.2,0–0,1.7,Sevilla,24374,Estadio Municipal de Riazor,David Medié,Match Report,
33,Tue,2018-04-17,21:00 (00:30),Celta Vigo,3.1,2–2,1.7,Barcelona,20347,Estadio de Balaídos,David Fernández,Match Report,
33,Tue,2018-04-17,21:30 (01:00),Villarreal,1.3,2–1,0.3,Leganés,12556,Estadio de la Cerámica,Daniel Trujillo,Match Report,
33,Wed,2018-04-18,19:30 (23:00),Valencia,1.1,1–2,0.7,Getafe,35829,Estadio de Mestalla,Ricardo de Burgos,Match Report,
33,Wed,2018-04-18,19:30 (23:00),Espanyol,1.0,0–1,0.3,Eibar,12113,RCDE Stadium,Alejandro Hernández,Match Report,
33,Wed,2018-04-18,21:30 (01:00),Real Madrid,2.0,1–1,0.8,Athletic Club,59193,Estadio Santiago Bernabéu,Juan Martínez,Match Report,
33,Thu,2018-04-19,19:30 (23:00),Alavés,1.2,1–2,1.7,Girona,18366,Estadio de Mendizorroza,Pablo González,Match Report,
33,Thu,2018-04-19,19:30 (23:00),Real Sociedad,1.2,3–0,0.6,Atlético Madrid,21404,Estadio Municipal de Anoeta,Alberola Rojas,Match Report,
33,Thu,2018-04-19,21:30 (01:00),Levante,1.0,1–0,0.5,Málaga,17372,Estadio Ciudad de Valencia,Santiago Jaime,Match Report,
33,Thu,2018-04-19,21:30 (01:00),Betis,2.0,1–0,0.1,Las Palmas,45151,Estadio Benito Villamarín,José Sánchez,Match Report,
34,Fri,2018-04-20,21:00 (00:30),Leganés,0.5,0–0,0.7,La Coruña,10124,Estadio Municipal de Butarque,Alfonso Álvarez,Match Report,
34,Sat,2018-04-21,13:00 (16:30),Eibar,0.9,0–1,0.5,Getafe,4860,Estadio Municipal de Ipurúa,Ignacio Iglesias,Match Report,
34,Sat,2018-04-21,16:15 (19:45),Celta Vigo,0.6,1–1,1.8,Valencia,17316,Estadio de Balaídos,Alberto Undiano,Match Report,
34,Sun,2018-04-22,12:00 (15:30),Girona,1.9,0–2,0.8,Espanyol,12313,Estadi Municipal de Montilivi,Alberola Rojas,Match Report,
34,Sun,2018-04-22,16:15 (19:45),Málaga,0.7,2–0,1.3,Real Sociedad,14102,Estadio La Rosaleda,Javier Estrada,Match Report,
34,Sun,2018-04-22,17:30 (22:00),Las Palmas,0.6,0–4,1.1,Alavés,7143,Estadio de Gran Canaria,Mario Melero,Match Report,
34,Sun,2018-04-22,20:45 (00:15),Atlético Madrid,1.2,0–0,0.5,Betis,200,Estadio Wanda Metropolitano,Juan Martínez,Match Report,
34,Mon,2018-04-23,21:00 (00:30),Athletic Club,1.3,1–3,0.9,Levante,24587,San Mamés,José Munuera,Match Report,
35,Fri,2018-04-27,21:00 (00:30),Levante,1.7,2–1,1.2,Sevilla,17240,Estadio Ciudad de Valencia,José González,Match Report,
35,Sat,2018-04-28,13:00 (16:30),Espanyol,1.5,1–1,1.8,Las Palmas,13589,RCDE Stadium,Pablo González,Match Report,
35,Sat,2018-04-28,16:15 (19:45),Real Sociedad,1.0,3–1,1.2,Athletic Club,23972,Estadio Municipal de Anoeta,José Sánchez,Match Report,
35,Sat,2018-04-28,18:30 (22:00),Real Madrid,1.9,2–1,1.8,Leganés,59905,Estadio Santiago Bernabéu,Ignacio Iglesias,Match Report,
35,Sat,2018-04-28,20:45 (00:15),Villarreal,4.2,4–1,2.2,Celta Vigo,14135,Estadio de la Cerámica,Alberola Rojas,Match Report,
35,Sun,2018-04-29,12:00 (15:30),Getafe,2.0,1–1,1.7,Girona,8011,Coliseum Alfonso Pérez,Alejandro Hernández,Match Report,
35,Sun,2018-04-29,16:15 (19:45),Alavés,0.9,0–1,2.6,Atlético Madrid,18944,Estadio de Mendizorroza,David Fernández,Match Report,
35,Sun,2018-04-29,18:30 (22:00),Valencia,0.9,0–0,0.7,Eibar,40328,Estadio de Mestalla,Santiago Jaime,Match Report,
35,Sun,2018-04-29,20:45 (00:15),La Coruña,2.5,2–4,3.5,Barcelona,25721,Estadio Municipal de Riazor,Ricardo de Burgos,Match Report,
35,Mon,2018-04-30,21:00 (00:30),Betis,1.0,2–1,0.9,Málaga,53163,Estadio Benito Villamarín,Carlos del Cerro,Match Report,
36,Fri,2018-05-04,21:00 (00:30),Sevilla,2.2,1–0,0.9,Real Sociedad,34733,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,Match Report,
36,Sat,2018-05-05,13:00 (16:30),Girona,2.1,1–4,1.7,Eibar,9706,Estadi Municipal de Montilivi,Daniel Trujillo,Match Report,
36,Sat,2018-05-05,16:15 (19:45),Athletic Club,1.9,2–0,0.4,Betis,34491,San Mamés,Alberola Rojas,Match Report,
36,Sat,2018-05-05,18:30 (22:00),Celta Vigo,1.8,1–1,0.5,La Coruña,20816,Estadio de Balaídos,Carlos del Cerro,Match Report,
36,Sat,2018-05-05,20:45 (00:15),Villarreal,1.3,1–0,0.5,Valencia,19079,Estadio de la Cerámica,Jesús Gil,Match Report,
36,Sun,2018-05-06,12:00 (15:30),Málaga,0.9,0–3,1.0,Alavés,14024,Estadio La Rosaleda,José González,Match Report,
36,Sun,2018-05-06,16:15 (19:45),Atlético Madrid,0.7,0–2,1.0,Espanyol,49834,Estadio Wanda Metropolitano,José Munuera,Match Report,
36,Sun,2018-05-06,17:30 (22:00),Las Palmas,1.4,0–1,1.3,Getafe,4624,Estadio de Gran Canaria,Alberto Undiano,Match Report,
36,Sun,2018-05-06,20:45 (00:15),Barcelona,1.3,2–2,2.1,Real Madrid,97939,Camp Nou,Alejandro Hernández,Match Report,
36,Mon,2018-05-07,21:00 (00:30),Leganés,1.5,0–3,1.2,Levante,7832,Estadio Municipal de Butarque,José Sánchez,Match Report,
34,Wed,2018-05-09,20:00 (23:30),Barcelona,3.3,5–1,1.2,Villarreal,54743,Camp Nou,José Sánchez,Match Report,
34,Wed,2018-05-09,21:30 (01:00),Sevilla,2.2,3–2,2.5,Real Madrid,38524,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz,Match Report,
37,Sat,2018-05-12,16:15 (19:45),Real Sociedad,2.3,3–2,1.2,Leganés,19981,Estadio Municipal de Anoeta,David Medié,Match Report,
37,Sat,2018-05-12,18:30 (22:00),Alavés,1.1,3–1,0.5,Athletic Club,19458,Estadio de Mendizorroza,Javier Estrada,Match Report,
37,Sat,2018-05-12,18:30 (22:00),La Coruña,1.7,2–4,2.4,Villarreal,12789,Estadio Municipal de Riazor,Alejandro Hernández,Match Report,
37,Sat,2018-05-12,18:30 (22:00),Getafe,1.3,0–1,0.9,Atlético Madrid,12187,Coliseum Alfonso Pérez,Alberola Rojas,Match Report,
