Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
21,Sat,2017-02-04,18:30 (23:00),Atlético Madrid,2–0,Leganés,37421,Estadio Vicente Calderón,José Sánchez,Match Report,
21,Sat,2017-02-04,20:45 (01:15),Valencia,0–4,Eibar,32571,Estadio de Mestalla,José Luis Munuera,Match Report,
21,Sun,2017-02-05,12:00 (16:30),Sevilla,0–0,Villarreal,33401,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,Match Report,
21,Sun,2017-02-05,16:15 (20:45),Sporting Gijón,2–4,Alavés,21752,Estadio Municipal El Molinón,Jesús Gil,Match Report,
21,Sun,2017-02-05,18:30 (23:00),Real Sociedad,3–2,Osasuna,21893,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
21,Mon,2017-02-06,20:45 (01:15),Granada,1–0,Las Palmas,13997,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,
22,Fri,2017-02-10,20:45 (01:15),Espanyol,1–2,Real Sociedad,17849,RCDE Stadium,David Fernández,Match Report,
22,Sat,2017-02-11,13:00 (17:30),Betis,0–0,Valencia,30567,Estadio Benito Villamarín,Daniel Trujillo,Match Report,
22,Sat,2017-02-11,16:15 (20:45),Alavés,0–6,Barcelona,19840,Estadio de Mendizorroza,Carlos Clos,Match Report,
22,Sat,2017-02-11,18:30 (23:00),Athletic Club,2–1,La Coruña,41469,San Mamés,Mario Melero,Match Report,
22,Sat,2017-02-11,20:45 (01:15),Osasuna,1–3,Real Madrid,17770,Estadio El Sadar,Ignacio Iglesias,Match Report,
22,Sun,2017-02-12,12:00 (16:30),Villarreal,1–1,Málaga,17120,Estadio de la Cerámica,Iñaki Bikandi,Match Report,
22,Sun,2017-02-12,16:15 (20:45),Leganés,0–2,Sporting Gijón,9124,Estadio Municipal de Butarque,Javier Estrada,Match Report,
22,Sun,2017-02-12,17:30 (23:00),Las Palmas,0–1,Sevilla,27843,Estadio de Gran Canaria,Ricardo de Burgos,Match Report,
22,Sun,2017-02-12,20:45 (01:15),Atlético Madrid,3–2,Celta Vigo,30323,Estadio Vicente Calderón,Alejandro Hernández,Match Report,
22,Mon,2017-02-13,20:45 (01:15),Eibar,4–0,Granada,4875,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,Match Report,
23,Fri,2017-02-17,20:45 (01:15),Granada,4–1,Betis,15927,Estadio Nuevo Los Cármenes,Daniel Ocón,Match Report,
23,Sat,2017-02-18,13:00 (17:30),Sporting Gijón,1–4,Atlético Madrid,24480,Estadio Municipal El Molinón,José González,Match Report,
23,Sat,2017-02-18,16:15 (20:45),Real Madrid,2–0,Espanyol,75606,Estadio Santiago Bernabéu,Alberto Undiano,Match Report,
23,Sat,2017-02-18,18:30 (23:00),La Coruña,0–1,Alavés,19663,Estadio Municipal de Riazor,Santiago Jaime,Match Report,
23,Sat,2017-02-18,20:45 (01:15),Sevilla,2–0,Eibar,33816,Estadio Ramón Sánchez Pizjuán,Alfonso Álvarez,Match Report,
23,Sun,2017-02-19,12:00 (16:30),Real Sociedad,0–1,Villarreal,21691,Estadio Municipal de Anoeta,Alejandro Hernández,Match Report,
23,Sun,2017-02-19,16:15 (20:45),Valencia,2–0,Athletic Club,36317,Estadio de Mestalla,David Fernández,Match Report,
23,Sun,2017-02-19,18:30 (23:00),Celta Vigo,3–0,Osasuna,15556,Estadio de Balaídos,Iñaki Bikandi,Match Report,
23,Sun,2017-02-19,20:45 (01:15),Barcelona,2–1,Leganés,63378,Camp Nou,Ignacio Iglesias,Match Report,
23,Mon,2017-02-20,20:45 (01:15),Málaga,2–1,Las Palmas,20345,Estadio La Rosaleda,José Sánchez,Match Report,
16,Wed,2017-02-22,18:45 (23:15),Valencia,2–1,Real Madrid,45833,Estadio de Mestalla,Ricardo de Burgos,Match Report,
24,Fri,2017-02-24,19:45 (01:15),Las Palmas,0–1,Real Sociedad,19085,Estadio de Gran Canaria,Juan Martínez,Match Report,
24,Sat,2017-02-25,13:00 (17:30),Alavés,2–1,Valencia,19118,Estadio de Mendizorroza,Mario Melero,Match Report,
24,Sat,2017-02-25,16:15 (20:45),Betis,1–2,Sevilla,41263,Estadio Benito Villamarín,Carlos del Cerro,Match Report,
24,Sat,2017-02-25,18:30 (23:00),Leganés,4–0,La Coruña,10076,Estadio Municipal de Butarque,José Luis Munuera,Match Report,
24,Sat,2017-02-25,20:45 (01:15),Eibar,3–0,Málaga,4953,Estadio Municipal de Ipurúa,Javier Estrada,Match Report,
24,Sun,2017-02-26,12:00 (16:30),Espanyol,3–0,Osasuna,18766,RCDE Stadium,Carlos Clos,Match Report,
24,Sun,2017-02-26,16:15 (20:45),Atlético Madrid,1–2,Barcelona,52573,Estadio Vicente Calderón,Antonio Matéu Lahoz,Match Report,
24,Sun,2017-02-26,18:30 (23:00),Athletic Club,3–1,Granada,37430,San Mamés,Daniel Trujillo,Match Report,
24,Sun,2017-02-26,18:30 (23:00),Sporting Gijón,1–1,Celta Vigo,24616,Estadio Municipal El Molinón,Ricardo de Burgos,Match Report,
24,Sun,2017-02-26,20:45 (01:15),Villarreal,2–3,Real Madrid,21415,Estadio de la Cerámica,Jesús Gil,Match Report,
25,Tue,2017-02-28,19:30 (00:00),Real Sociedad,2–2,Eibar,20335,Estadio Municipal de Anoeta,Alberto Undiano,Match Report,
25,Tue,2017-02-28,21:30 (02:00),Málaga,1–2,Betis,24285,Estadio La Rosaleda,Alejandro Hernández,Match Report,
25,Tue,2017-02-28,21:30 (02:00),Valencia,1–0,Leganés,26711,Estadio de Mestalla,Iñaki Bikandi,Match Report,
25,Wed,2017-03-01,19:30 (00:00),Barcelona,6–1,Sporting Gijón,56605,Camp Nou,José Sánchez,Match Report,
25,Wed,2017-03-01,19:30 (00:00),Osasuna,1–4,Villarreal,13409,Estadio El Sadar,José González,Match Report,
25,Wed,2017-03-01,21:30 (02:00),Celta Vigo,2–2,Espanyol,11526,Estadio de Balaídos,Santiago Jaime,Match Report,
25,Wed,2017-03-01,21:30 (02:00),Granada,2–1,Alavés,14038,Estadio Nuevo Los Cármenes,Ignacio Iglesias,Match Report,
25,Wed,2017-03-01,21:30 (02:00),Real Madrid,3–3,Las Palmas,63789,Estadio Santiago Bernabéu,David Fernández,Match Report,
25,Thu,2017-03-02,20:45 (01:15),La Coruña,1–1,Atlético Madrid,19992,Estadio Municipal de Riazor,Carlos Clos,Match Report,
25,Thu,2017-03-02,21:30 (02:00),Sevilla,1–0,Athletic Club,34012,Estadio Ramón Sánchez Pizjuán,Daniel Ocón,Match Report,
26,Fri,2017-03-03,20:45 (01:15),Betis,2–3,Real Sociedad,29612,Estadio Benito Villamarín,Ignacio Iglesias,Match Report,
26,Sat,2017-03-04,13:00 (17:30),Leganés,1–0,Granada,9472,Estadio Municipal de Butarque,Juan Martínez,Match Report,
26,Sat,2017-03-04,16:15 (20:45),Eibar,1–4,Real Madrid,6740,Estadio Municipal de Ipurúa,José González,Match Report,
26,Sat,2017-03-04,18:30 (23:00),Villarreal,2–0,Espanyol,17315,Estadio de la Cerámica,Ricardo de Burgos,Match Report,
26,Sat,2017-03-04,20:45 (01:15),Barcelona,5–0,Celta Vigo,77117,Camp Nou,Jesús Gil,Match Report,
26,Sun,2017-03-05,12:00 (16:30),Sporting Gijón,0–1,La Coruña,24307,Estadio Municipal El Molinón,Antonio Matéu Lahoz,Match Report,
26,Sun,2017-03-05,16:15 (20:45),Atlético Madrid,3–0,Valencia,46473,Estadio Vicente Calderón,Javier Estrada,Match Report,
26,Sun,2017-03-05,17:30 (23:00),Las Palmas,5–2,Osasuna,19911,Estadio de Gran Canaria,Carlos del Cerro,Match Report,
26,Sun,2017-03-05,20:45 (01:15),Athletic Club,1–0,Málaga,33438,San Mamés,Alfonso Álvarez,Match Report,
26,Mon,2017-03-06,20:45 (01:15),Alavés,1–1,Sevilla,18479,Estadio de Mendizorroza,Daniel Trujillo,Match Report,
21,Wed,2017-03-08,18:45 (23:15),La Coruña,1–1,Betis,21450,Estadio Municipal de Riazor,Alfonso Álvarez,Match Report,
27,Fri,2017-03-10,20:45 (01:15),Espanyol,4–3,Las Palmas,17669,RCDE Stadium,José Luis Munuera,Match Report,
27,Sat,2017-03-11,13:00 (17:30),Valencia,1–1,Sporting Gijón,28785,Estadio de Mestalla,Alfonso Álvarez,Match Report,
27,Sat,2017-03-11,16:15 (20:45),Sevilla,1–1,Leganés,31738,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
27,Sat,2017-03-11,18:30 (23:00),Málaga,1–2,Alavés,23716,Estadio La Rosaleda,Alberto Undiano,Match Report,
27,Sat,2017-03-11,20:45 (01:15),Granada,0–1,Atlético Madrid,18887,Estadio Nuevo Los Cármenes,Alejandro Hernández,Match Report,
27,Sun,2017-03-12,12:00 (16:30),Real Sociedad,0–2,Athletic Club,25652,Estadio Municipal de Anoeta,José Sánchez,Match Report,
27,Sun,2017-03-12,16:15 (20:45),La Coruña,2–1,Barcelona,28474,Estadio Municipal de Riazor,David Fernández,Match Report,
27,Sun,2017-03-12,18:30 (23:00),Celta Vigo,0–1,Villarreal,16651,Estadio de Balaídos,Mario Melero,Match Report,
27,Sun,2017-03-12,20:45 (01:15),Real Madrid,2–1,Betis,73103,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,Match Report,
27,Mon,2017-03-13,20:45 (01:15),Osasuna,1–1,Eibar,11262,Estadio El Sadar,Santiago Jaime,Match Report,
28,Fri,2017-03-17,19:45 (01:15),Las Palmas,1–0,Villarreal,18717,Estadio de Gran Canaria,Iñaki Bikandi,Match Report,
28,Sat,2017-03-18,13:00 (17:30),Eibar,1–1,Espanyol,5340,Estadio Municipal de Ipurúa,David Fernández,Match Report,
28,Sat,2017-03-18,16:15 (20:45),Athletic Club,1–2,Real Madrid,49095,San Mamés,Santiago Jaime,Match Report,
28,Sat,2017-03-18,18:30 (23:00),Alavés,1–0,Real Sociedad,19840,Estadio de Mendizorroza,Carlos del Cerro,Match Report,
28,Sat,2017-03-18,20:45 (01:15),Betis,2–0,Osasuna,32375,Estadio Benito Villamarín,Alfonso Álvarez,Match Report,
28,Sun,2017-03-19,12:00 (16:30),Leganés,0–0,Málaga,10127,Estadio Municipal de Butarque,Antonio Matéu Lahoz,Match Report,
28,Sun,2017-03-19,16:15 (20:45),Atlético Madrid,3–1,Sevilla,49831,Estadio Vicente Calderón,Jesús Gil,Match Report,
28,Sun,2017-03-19,18:30 (23:00),Sporting Gijón,3–1,Granada,25070,Estadio Municipal El Molinón,Javier Estrada,Match Report,
28,Sun,2017-03-19,18:30 (23:00),La Coruña,0–1,Celta Vigo,30760,Estadio Municipal de Riazor,Juan Martínez,Match Report,
28,Sun,2017-03-19,20:45 (01:15),Barcelona,4–2,Valencia,78675,Camp Nou,Alejandro Hernández,Match Report,
29,Fri,2017-03-31,20:45 (00:15),Espanyol,2–1,Betis,21138,RCDE Stadium,José González,Match Report,
29,Sat,2017-04-01,13:00 (16:30),Villarreal,2–3,Eibar,15832,Estadio de la Cerámica,Daniel Ocón,Match Report,
29,Sat,2017-04-01,16:15 (19:45),Osasuna,1–2,Athletic Club,15694,Estadio El Sadar,José Munuera,Match Report,
29,Sat,2017-04-01,18:30 (22:00),Real Sociedad,1–1,Leganés,18891,Estadio Municipal de Anoeta,Mario Melero,Match Report,
29,Sat,2017-04-01,20:45 (00:15),Málaga,0–2,Atlético Madrid,26912,Estadio La Rosaleda,Daniel Trujillo,Match Report,
29,Sun,2017-04-02,12:00 (15:30),Sevilla,0–0,Sporting Gijón,31315,Estadio Ramón Sánchez Pizjuán,Iñaki Bikandi,Match Report,
29,Sun,2017-04-02,16:15 (19:45),Real Madrid,3–0,Alavés,76875,Estadio Santiago Bernabéu,José Sánchez,Match Report,
29,Sun,2017-04-02,18:30 (22:00),Valencia,3–0,La Coruña,34638,Estadio de Mestalla,Ricardo de Burgos,Match Report,
29,Sun,2017-04-02,20:45 (00:15),Granada,1–4,Barcelona,18676,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
29,Mon,2017-04-03,20:45 (00:15),Celta Vigo,3–1,Las Palmas,14212,Estadio de Balaídos,Carlos Clos,Match Report,
30,Tue,2017-04-04,19:30 (23:00),Athletic Club,2–0,Espanyol,38262,San Mamés,Juan Martínez,Match Report,
30,Tue,2017-04-04,21:30 (01:00),Atlético Madrid,1–0,Real Sociedad,43132,Estadio Vicente Calderón,Alberto Undiano,Match Report,
30,Tue,2017-04-04,21:30 (01:00),Betis,0–1,Villarreal,25477,Estadio Benito Villamarín,Jesús Gil,Match Report,
30,Wed,2017-04-05,19:30 (23:00),Barcelona,3–0,Sevilla,85511,Camp Nou,Carlos Clos,Match Report,
30,Wed,2017-04-05,20:30 (00:00),Sporting Gijón,0–1,Málaga,24503,Estadio Municipal El Molinón,José Sánchez,Match Report,
30,Wed,2017-04-05,20:30 (00:00),Alavés,0–1,Osasuna,18344,Estadio de Mendizorroza,Javier Estrada,Match Report,
30,Wed,2017-04-05,20:30 (00:00),La Coruña,0–0,Granada,19143,Estadio Municipal de Riazor,Carlos del Cerro,Match Report,
30,Wed,2017-04-05,21:30 (01:00),Leganés,2–4,Real Madrid,10922,Estadio Municipal de Butarque,Alfonso Álvarez,Match Report,
30,Thu,2017-04-06,19:30 (23:00),Eibar,3–1,Las Palmas,5201,Estadio Municipal de Ipurúa,Ignacio Iglesias,Match Report,
30,Thu,2017-04-06,21:30 (01:00),Valencia,3–2,Celta Vigo,29212,Estadio de Mestalla,David Fernández,Match Report,
31,Fri,2017-04-07,20:45 (00:15),Villarreal,3–1,Athletic Club,18403,Estadio de la Cerámica,Daniel Trujillo,Match Report,
31,Sat,2017-04-08,13:00 (16:30),Espanyol,1–0,Alavés,17521,RCDE Stadium,Mario Melero,Match Report,
31,Sat,2017-04-08,16:15 (19:45),Real Madrid,1–1,Atlético Madrid,80000,Estadio Santiago Bernabéu,Ricardo de Burgos,Match Report,
31,Sat,2017-04-08,18:30 (22:00),Sevilla,4–2,La Coruña,33022,Estadio Ramón Sánchez Pizjuán,Santiago Jaime,Match Report,
31,Sat,2017-04-08,20:45 (00:15),Málaga,2–0,Barcelona,28314,Estadio La Rosaleda,Jesús Gil,Match Report,
31,Sun,2017-04-09,12:00 (15:30),Granada,1–3,Valencia,15087,Estadio Nuevo Los Cármenes,Iñaki Bikandi,Match Report,
31,Sun,2017-04-09,16:15 (19:45),Celta Vigo,0–2,Eibar,15741,Estadio de Balaídos,José Munuera,Match Report,
31,Sun,2017-04-09,18:30 (22:00),Osasuna,2–1,Leganés,14421,Estadio El Sadar,Daniel Ocón,Match Report,
31,Sun,2017-04-09,19:45 (00:15),Las Palmas,4–1,Betis,19769,Estadio de Gran Canaria,José Sánchez,Match Report,
31,Mon,2017-04-10,20:45 (00:15),Real Sociedad,3–1,Sporting Gijón,18894,Estadio Municipal de Anoeta,José González,Match Report,
32,Fri,2017-04-14,20:45 (00:15),Athletic Club,5–1,Las Palmas,36293,San Mamés,Javier Estrada,Match Report,
32,Sat,2017-04-15,13:00 (16:30),La Coruña,2–0,Málaga,20300,Estadio Municipal de Riazor,Alberto Undiano,Match Report,
32,Sat,2017-04-15,16:15 (19:45),Sporting Gijón,2–3,Real Madrid,23745,Estadio Municipal El Molinón,David Fernández,Match Report,
32,Sat,2017-04-15,18:30 (22:00),Atlético Madrid,3–0,Osasuna,44113,Estadio Vicente Calderón,Mario Melero,Match Report,
32,Sat,2017-04-15,20:45 (00:15),Barcelona,3–2,Real Sociedad,81704,Camp Nou,Juan Martínez,Match Report,
32,Sun,2017-04-16,12:00 (15:30),Leganés,0–1,Espanyol,9127,Estadio Municipal de Butarque,Carlos Clos,Match Report,
32,Sun,2017-04-16,16:15 (19:45),Valencia,0–0,Sevilla,36748,Estadio de Mestalla,José González,Match Report,
32,Sun,2017-04-16,18:30 (22:00),Betis,2–0,Eibar,30331,Estadio Benito Villamarín,Antonio Matéu Lahoz,Match Report,
32,Sun,2017-04-16,20:45 (00:15),Granada,0–3,Celta Vigo,13442,Estadio Nuevo Los Cármenes,José Sánchez,Match Report,
32,Mon,2017-04-17,20:45 (00:15),Alavés,2–1,Villarreal,17831,Estadio de Mendizorroza,Alfonso Álvarez,Match Report,
33,Fri,2017-04-21,21:00 (00:30),Sevilla,2–0,Granada,31074,Estadio Ramón Sánchez Pizjuán,Daniel Trujillo,Match Report,
33,Sat,2017-04-22,13:00 (16:30),Málaga,2–0,Valencia,23089,Estadio La Rosaleda,Ignacio Iglesias,Match Report,
33,Sat,2017-04-22,16:15 (19:45),Villarreal,2–1,Leganés,16829,Estadio de la Cerámica,Santiago Jaime,Match Report,
33,Sat,2017-04-22,18:30 (22:00),Osasuna,2–2,Sporting Gijón,14964,Estadio El Sadar,Jesús Gil,Match Report,
33,Sat,2017-04-22,20:45 (00:15),Espanyol,0–1,Atlético Madrid,27777,RCDE Stadium,Iñaki Bikandi,Match Report,
33,Sun,2017-04-23,12:00 (15:30),Real Sociedad,1–0,La Coruña,19925,Estadio Municipal de Anoeta,Daniel Ocón,Match Report,
33,Sun,2017-04-23,16:15 (19:45),Celta Vigo,0–1,Betis,15851,Estadio de Balaídos,Ricardo de Burgos,Match Report,
33,Sun,2017-04-23,17:30 (22:00),Las Palmas,1–1,Alavés,16007,Estadio de Gran Canaria,José Munuera,Match Report,
33,Sun,2017-04-23,20:45 (00:15),Real Madrid,2–3,Barcelona,81044,Estadio Santiago Bernabéu,Alejandro Hernández,Match Report,
33,Mon,2017-04-24,20:45 (00:15),Eibar,0–1,Athletic Club,6597,Estadio Municipal de Ipurúa,Carlos del Cerro,Match Report,
34,Tue,2017-04-25,19:30 (23:00),Sporting Gijón,1–1,Espanyol,20956,Estadio Municipal El Molinón,Mario Melero,Match Report,
34,Tue,2017-04-25,20:30 (00:00),Granada,0–2,Málaga,11894,Estadio Nuevo Los Cármenes,Carlos Clos,Match Report,
34,Tue,2017-04-25,21:30 (01:00),Atlético Madrid,0–1,Villarreal,44432,Estadio Vicente Calderón,Ignacio Iglesias,Match Report,
34,Wed,2017-04-26,19:30 (23:00),Barcelona,7–1,Osasuna,63989,Camp Nou,José Munuera,Match Report,
34,Wed,2017-04-26,20:30 (00:00),Leganés,3–0,Las Palmas,9756,Estadio Municipal de Butarque,Iñaki Bikandi,Match Report,
34,Wed,2017-04-26,20:30 (00:00),Valencia,2–3,Real Sociedad,26101,Estadio de Mestalla,Carlos del Cerro,Match Report,
34,Wed,2017-04-26,21:30 (01:00),La Coruña,2–6,Real Madrid,26735,Estadio Municipal de Riazor,José Sánchez,Match Report,
34,Thu,2017-04-27,19:30 (23:00),Alavés,0–0,Eibar,13519,Estadio de Mendizorroza,Daniel Trujillo,Match Report,
34,Thu,2017-04-27,20:30 (00:00),Sevilla,2–1,Celta Vigo,26100,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
34,Thu,2017-04-27,21:30 (01:00),Athletic Club,2–1,Betis,34074,San Mamés,José González,Match Report,
35,Fri,2017-04-28,20:45 (00:15),Villarreal,3–1,Sporting Gijón,15120,Estadio de la Cerámica,Javier Estrada,Match Report,
35,Sat,2017-04-29,13:00 (16:30),Real Sociedad,2–1,Granada,18003,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,Match Report,
35,Sat,2017-04-29,16:15 (19:45),Real Madrid,2–1,Valencia,75180,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
35,Sat,2017-04-29,17:30 (22:00),Las Palmas,0–5,Atlético Madrid,23570,Estadio de Gran Canaria,Ricardo de Burgos,Match Report,
35,Sat,2017-04-29,20:45 (00:15),Espanyol,0–3,Barcelona,31708,RCDE Stadium,Alberto Undiano,Match Report,
35,Sun,2017-04-30,12:00 (15:30),Osasuna,2–2,La Coruña,12294,Estadio El Sadar,Alejandro Hernández,Match Report,
35,Sun,2017-04-30,16:15 (19:45),Betis,1–4,Alavés,22271,Estadio Benito Villamarín,Daniel Ocón,Match Report,
35,Sun,2017-04-30,18:30 (22:00),Eibar,2–0,Leganés,5256,Estadio Municipal de Ipurúa,Alfonso Álvarez,Match Report,
35,Sun,2017-04-30,20:45 (00:15),Celta Vigo,0–3,Athletic Club,17320,Estadio de Balaídos,David Fernández,Match Report,
35,Mon,2017-05-01,21:00 (00:30),Málaga,4–2,Sevilla,22971,Estadio La Rosaleda,Juan Martínez,Match Report,
36,Fri,2017-05-05,21:00 (00:30),Sevilla,1–1,Real Sociedad,28607,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
36,Sat,2017-05-06,13:00 (16:30),Sporting Gijón,1–0,Las Palmas,21758,Estadio Municipal El Molinón,Santiago Jaime,Match Report,
36,Sat,2017-05-06,16:15 (19:45),Atlético Madrid,1–0,Eibar,46748,Estadio Vicente Calderón,David Fernández,Match Report,
36,Sat,2017-05-06,18:30 (22:00),Barcelona,4–1,Villarreal,90463,Camp Nou,José Sánchez,Match Report,
36,Sat,2017-05-06,20:45 (00:15),Granada,0–4,Real Madrid,19094,Estadio Nuevo Los Cármenes,Ignacio Iglesias,Match Report,
36,Sun,2017-05-07,12:00 (15:30),Alavés,1–0,Athletic Club,19127,Estadio de Mendizorroza,Juan Martínez,Match Report,
36,Sun,2017-05-07,16:15 (19:45),Valencia,4–1,Osasuna,24752,Estadio de Mestalla,Carlos Clos,Match Report,
36,Sun,2017-05-07,18:30 (22:00),La Coruña,1–2,Espanyol,22803,Estadio Municipal de Riazor,Antonio Matéu Lahoz,Match Report,
36,Sun,2017-05-07,20:45 (00:15),Málaga,3–0,Celta Vigo,20552,Estadio La Rosaleda,Carlos del Cerro,Match Report,
36,Mon,2017-05-08,20:45 (00:15),Leganés,4–0,Betis,11922,Estadio Municipal de Butarque,Daniel Trujillo,Match Report,
37,Sat,2017-05-13,16:00 (19:30),Espanyol,0–1,Valencia,20111,RCDE Stadium,Daniel Ocón,Match Report,
37,Sat,2017-05-13,18:30 (22:00),Osasuna,2–1,Granada,13301,Estadio El Sadar,Iñaki Bikandi,Match Report,
37,Sun,2017-05-14,16:00 (19:30),Alavés,3–1,Celta Vigo,17624,Estadio de Mendizorroza,José Munuera,Match Report,
37,Sun,2017-05-14,19:00 (23:30),Las Palmas,1–4,Barcelona,22268,Estadio de Gran Canaria,José González,Match Report,
37,Sun,2017-05-14,20:00 (23:30),Betis,1–1,Atlético Madrid,27159,Estadio Benito Villamarín,Alfonso Álvarez,Match Report,
37,Sun,2017-05-14,20:00 (23:30),Villarreal,0–0,La Coruña,16437,Estadio de la Cerámica,Jesús Gil,Match Report,
37,Sun,2017-05-14,20:00 (23:30),Eibar,0–1,Sporting Gijón,5577,Estadio Municipal de Ipurúa,Juan Martínez,Match Report,
37,Sun,2017-05-14,20:00 (23:30),Athletic Club,1–1,Leganés,42049,San Mamés,David Fernández,Match Report,
37,Sun,2017-05-14,20:00 (23:30),Real Madrid,4–1,Sevilla,79356,Estadio Santiago Bernabéu,Alberto Undiano,Match Report,
37,Sun,2017-05-14,20:00 (23:30),Real Sociedad,2–2,Málaga,24959,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
21,Wed,2017-05-17,21:00 (00:30),Celta Vigo,1–4,Real Madrid,22838,Estadio de Balaídos,Juan Martínez,Match Report,
38,Fri,2017-05-19,20:45 (00:15),Granada,1–2,Espanyol,10503,Estadio Nuevo Los Cármenes,Carlos Clos,Match Report,
38,Sat,2017-05-20,17:00 (20:30),Sporting Gijón,2–2,Betis,16201,Estadio Municipal El Molinón,Ignacio Iglesias,Match Report,
38,Sat,2017-05-20,19:00 (22:30),La Coruña,3–0,Las Palmas,21663,Estadio Municipal de Riazor,Mario Melero,Match Report,
38,Sat,2017-05-20,19:00 (22:30),Leganés,1–1,Alavés,10922,Estadio Municipal de Butarque,José González,Match Report,
38,Sat,2017-05-20,21:00 (00:30),Sevilla,5–0,Osasuna,26396,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,Match Report,
38,Sun,2017-05-21,16:45 (20:15),Atlético Madrid,3–1,Athletic Club,52314,Estadio Vicente Calderón,Javier Estrada,Match Report,
38,Sun,2017-05-21,16:45 (20:15),Valencia,1–3,Villarreal,33587,Estadio de Mestalla,David Fernández,Match Report,
38,Sun,2017-05-21,16:45 (20:15),Celta Vigo,2–2,Real Sociedad,14188,Estadio de Balaídos,José Sánchez,Match Report,
38,Sun,2017-05-21,20:00 (23:30),Barcelona,4–2,Eibar,74932,Camp Nou,Alejandro Hernández,Match Report,
38,Sun,2017-05-21,20:00 (23:30),Málaga,0–2,Real Madrid,27855,Estadio La Rosaleda,Ricardo de Burgos,Match Report,
